workload,layer_idx,layer_name,dataflow,mem_layout,combo_label,array_size,spad_depth,data_width,n_mem_ports,off_chip_accesses,cycles,speedup,throughput_gops,energy_normalized,energy_pJ
TinyBERT,1,tbert_ffn1,OS,CHANNEL_MAJOR,OS-ChM,16,16384,16,4,147456.0,165,1.0,0.00010168009696969696,1.0,95944704.0
TinyBERT,1,tbert_ffn1,IS,ROW_MAJOR,IS-RM,16,16384,16,4,147456.0,4229,0.039016315913927645,3.967182785528494e-06,1.0,95944704.0
TinyBERT,1,tbert_ffn1,IS,COLUMN_MAJOR,IS-CM,16,16384,16,4,162201.6,4229,0.039016315913927645,3.967182785528494e-06,1.1,105119744.0
TinyBERT,1,tbert_ffn1,IS,CHANNEL_MAJOR,IS-ChM,16,16384,16,4,179896.32,4229,0.039016315913927645,3.967182785528494e-06,1.22,116129344.0
TinyBERT,1,tbert_ffn1,WS,ROW_MAJOR,WS-RM,16,16384,16,4,176947.19999999998,16645,0.009912886752778613,1.0079432862721538e-06,1.2,114294784.0
TinyBERT,1,tbert_ffn1,WS,COLUMN_MAJOR,WS-CM,16,16384,16,4,147456.0,16645,0.009912886752778613,1.0079432862721538e-06,1.0,95944704.0
TinyBERT,1,tbert_ffn1,WS,CHANNEL_MAJOR,WS-ChM,16,16384,16,4,168099.84,16645,0.009912886752778613,1.0079432862721538e-06,1.14,108789424.0
TinyBERT,2,tbert_ffn2,OS,ROW_MAJOR,OS-RM,16,16384,16,4,173998.08,549,1.0,3.055959198542805e-05,1.18,177418544.0
TinyBERT,2,tbert_ffn2,OS,COLUMN_MAJOR,OS-CM,16,16384,16,4,165150.72000000003,549,1.0,3.055959198542805e-05,1.12,168610864.0
TinyBERT,2,tbert_ffn2,OS,CHANNEL_MAJOR,OS-ChM,16,16384,16,4,147456.0,549,1.0,3.055959198542805e-05,1.0,150994944.0
TinyBERT,2,tbert_ffn2,IS,ROW_MAJOR,IS-RM,16,16384,16,4,147456.0,4229,0.12981792385906835,3.967182785528494e-06,1.0,150994944.0
TinyBERT,2,tbert_ffn2,IS,COLUMN_MAJOR,IS-CM,16,16384,16,4,162201.6,4229,0.12981792385906835,3.967182785528494e-06,1.1,165674784.0
TinyBERT,2,tbert_ffn2,IS,CHANNEL_MAJOR,IS-ChM,16,16384,16,4,179896.32,4229,0.12981792385906835,3.967182785528494e-06,1.22,183290704.0
