workload,layer_idx,layer_name,dataflow,mem_layout,combo_label,array_size,spad_depth,data_width,n_mem_ports,off_chip_accesses,cycles,speedup,throughput_gops,energy_normalized,energy_pJ
DLRM,2,dlrm_bot2,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,57344.0,16517,0.017739298904159352,2.539386087061815e-07,1.0,56098816.0
DLRM,2,dlrm_bot2,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,65372.159999999996,16517,0.017739298904159352,2.539386087061815e-07,1.14,63805536.0
DLRM,3,dlrm_top1,OS,ROW_MAJOR,OS-RM,16,65536,16,4,212664.31999999998,549,1.0,3.055959198542805e-05,1.18,220725024.0
DLRM,3,dlrm_top1,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,201850.88,549,1.0,3.055959198542805e-05,1.12,209714864.0
DLRM,3,dlrm_top1,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,180224.0,549,1.0,3.055959198542805e-05,1.0,187695104.0
DLRM,3,dlrm_top1,IS,ROW_MAJOR,IS-RM,16,65536,16,4,180224.0,8261,0.06645684541823024,2.0308940806197795e-06,1.0,187695104.0
DLRM,3,dlrm_top1,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,198246.40000000002,8261,0.06645684541823024,2.0308940806197795e-06,1.1,206045184.0
DLRM,3,dlrm_top1,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,219873.28,8261,0.06645684541823024,2.0308940806197795e-06,1.22,228064944.0
DLRM,3,dlrm_top1,WS,ROW_MAJOR,WS-RM,16,65536,16,4,216268.8,33285,0.016493916178458766,5.040473486555505e-07,1.2,224395264.0
DLRM,3,dlrm_top1,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,180224.0,33285,0.016493916178458766,5.040473486555505e-07,1.0,187695104.0
DLRM,3,dlrm_top1,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,205455.36,33285,0.016493916178458766,5.040473486555505e-07,1.14,213385104.0
DLRM,4,dlrm_top2,OS,ROW_MAJOR,OS-RM,16,65536,16,4,43499.52,293,1.0,7.157515358361775e-06,1.18,43830208.0
DLRM,4,dlrm_top2,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,41287.68000000001,293,1.0,7.157515358361775e-06,1.12,41628288.0
DLRM,4,dlrm_top2,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,36864.0,293,1.0,7.157515358361775e-06,1.0,37224448.0
DLRM,4,dlrm_top2,IS,ROW_MAJOR,IS-RM,16,65536,16,4,36864.0,1093,0.26806953339432754,1.9187118023787743e-06,1.0,37224448.0
DLRM,4,dlrm_top2,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,40550.4,1093,0.26806953339432754,1.9187118023787743e-06,1.1,40894128.0
DLRM,4,dlrm_top2,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,44974.08,1093,0.26806953339432754,1.9187118023787743e-06,1.22,45297968.0
DLRM,4,dlrm_top2,WS,ROW_MAJOR,WS-RM,16,65536,16,4,44236.799999999996,16453,0.017808302437245488,1.27463198200936e-07,1.2,44564368.0
DLRM,4,dlrm_top2,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,36864.0,16453,0.017808302437245488,1.27463198200936e-07,1.0,37224448.0
DLRM,4,dlrm_top2,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,42024.96,16453,0.017808302437245488,1.27463198200936e-07,1.14,42362448.0
VGG-16,1,vgg_b1,OS,ROW_MAJOR,OS-RM,16,65536,16,4,517160.95999999996,7525,1.0,3.072571534883721e-05,1.18,371772352.0
VGG-16,1,vgg_b1,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,490864.6400000001,7525,1.0,3.072571534883721e-05,1.12,355807872.0
VGG-16,1,vgg_b1,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,438272.0,7525,1.0,3.072571534883721e-05,1.0,323878912.0
VGG-16,1,vgg_b1,IS,ROW_MAJOR,IS-RM,16,65536,16,4,438272.0,5445,1.382001836547291,4.2462995041322315e-05,1.0,323878912.0
VGG-16,1,vgg_b1,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,482099.2,5445,1.382001836547291,4.2462995041322315e-05,1.1,350486192.0
VGG-16,1,vgg_b1,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,534691.84,5445,1.382001836547291,4.2462995041322315e-05,1.22,382415152.0
VGG-16,1,vgg_b1,WS,ROW_MAJOR,WS-RM,16,65536,16,4,525926.4,200853,0.0374652108756155,1.151145404848322e-06,1.2,377094032.0
VGG-16,1,vgg_b1,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,438272.0,200853,0.0374652108756155,1.151145404848322e-06,1.0,323878912.0
VGG-16,1,vgg_b1,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,499630.07999999996,200853,0.0374652108756155,1.151145404848322e-06,1.14,361129552.0
VGG-16,2,vgg_b2,OS,ROW_MAJOR,OS-RM,16,65536,16,4,410828.8,4645,1.0,4.9776320344456405e-05,1.18,385305312.0
VGG-16,2,vgg_b2,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,389939.2,4645,1.0,4.9776320344456405e-05,1.12,368652592.0
VGG-16,2,vgg_b2,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,348160.0,4645,1.0,4.9776320344456405e-05,1.0,335347712.0
VGG-16,2,vgg_b2,IS,ROW_MAJOR,IS-RM,16,65536,16,4,348160.0,10005,0.4642678660669665,2.3109546026986506e-05,1.0,335347712.0
VGG-16,2,vgg_b2,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,382976.00000000006,10005,0.4642678660669665,2.3109546026986506e-05,1.1,363101872.0
VGG-16,2,vgg_b2,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,424755.2,10005,0.4642678660669665,2.3109546026986506e-05,1.22,396407312.0
VGG-16,2,vgg_b2,WS,ROW_MAJOR,WS-RM,16,65536,16,4,417792.0,100933,0.046020627545005105,2.2907374991330885e-06,1.2,390856592.0
VGG-16,2,vgg_b2,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,348160.0,100933,0.046020627545005105,2.2907374991330885e-06,1.0,335347712.0
VGG-16,2,vgg_b2,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,396902.39999999997,100933,0.046020627545005105,2.2907374991330885e-06,1.14,374203872.0
VGG-16,3,vgg_b3,OS,ROW_MAJOR,OS-RM,16,65536,16,4,814407.6799999999,2341,1.0,9.876591542076036e-05,1.18,903626752.0
VGG-16,3,vgg_b3,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,772997.1200000001,2341,1.0,9.876591542076036e-05,1.12,860618752.0
VGG-16,3,vgg_b3,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,690176.0,2341,1.0,9.876591542076036e-05,1.0,774602752.0
VGG-16,3,vgg_b3,IS,ROW_MAJOR,IS-RM,16,65536,16,4,690176.0,37065,0.06315931471738837,6.237987535410766e-06,1.0,774602752.0
VGG-16,3,vgg_b3,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,759193.6000000001,37065,0.06315931471738837,6.237987535410766e-06,1.1,846282752.0
VGG-16,3,vgg_b3,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,842014.72,37065,0.06315931471738837,6.237987535410766e-06,1.22,932298752.0
VGG-16,3,vgg_b3,WS,ROW_MAJOR,WS-RM,16,65536,16,4,828211.2,52485,0.04460321996760979,4.405277850814519e-06,1.2,917962752.0
VGG-16,3,vgg_b3,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,690176.0,52485,0.04460321996760979,4.405277850814519e-06,1.0,774602752.0
VGG-16,3,vgg_b3,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,786800.6399999999,52485,0.04460321996760979,4.405277850814519e-06,1.14,874954192.0
VGG-16,4,vgg_b4,OS,ROW_MAJOR,OS-RM,16,65536,16,4,2843176.96,4645,1.0,4.9776320344456405e-05,1.18,3209004512.0
VGG-16,4,vgg_b4,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,2698608.64,4645,1.0,4.9776320344456405e-05,1.12,3048773952.0
VGG-16,4,vgg_b4,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,2409472.0,4645,1.0,4.9776320344456405e-05,1.0,2728312832.0
VGG-16,4,vgg_b4,IS,ROW_MAJOR,IS-RM,16,65536,16,4,2409472.0,147510,0.03148939054979324,1.5674259914582062e-06,1.0,2728312832.0
VGG-16,4,vgg_b4,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,2650419.2,147510,0.03148939054979324,1.5674259914582062e-06,1.1,2995363392.0
VGG-16,4,vgg_b4,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,2939555.84,147510,0.03148939054979324,1.5674259914582062e-06,1.22,3315824512.0
VGG-16,4,vgg_b4,WS,ROW_MAJOR,WS-RM,16,65536,16,4,2891366.4,34309,0.1353872161823428,6.739077443236469e-06,1.2,3262414512.0
VGG-16,4,vgg_b4,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,2409472.0,34309,0.1353872161823428,6.739077443236469e-06,1.0,2728312832.0
VGG-16,4,vgg_b4,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,2746798.0799999996,34309,0.1353872161823428,6.739077443236469e-06,1.14,3102183952.0
GPT-2/Transformer,1,gpt_ffn1,OS,ROW_MAJOR,OS-RM,16,65536,16,4,463994.88,229,1.0,0.00032968328384279475,1.18,278711008.0
GPT-2/Transformer,1,gpt_ffn1,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,440401.92000000004,229,1.0,0.00032968328384279475,1.12,265498928.0
GPT-2/Transformer,1,gpt_ffn1,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,393216.0,229,1.0,0.00032968328384279475,1.0,239075328.0
GPT-2/Transformer,1,gpt_ffn1,IS,ROW_MAJOR,IS-RM,16,65536,16,4,393216.0,9477,0.024163764904505645,7.966389363722697e-06,1.0,239075328.0
GPT-2/Transformer,1,gpt_ffn1,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,432537.60000000003,9477,0.024163764904505645,7.966389363722697e-06,1.1,261095088.0
GPT-2/Transformer,1,gpt_ffn1,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,479723.52,9477,0.024163764904505645,7.966389363722697e-06,1.22,287519248.0
GPT-2/Transformer,1,gpt_ffn1,WS,ROW_MAJOR,WS-RM,16,65536,16,4,471859.19999999995,49733,0.004604588502603905,1.5180558582832325e-06,1.2,283115408.0
GPT-2/Transformer,1,gpt_ffn1,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,393216.0,49733,0.004604588502603905,1.5180558582832325e-06,1.0,239075328.0
GPT-2/Transformer,1,gpt_ffn1,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,448266.24,49733,0.004604588502603905,1.5180558582832325e-06,1.14,269903328.0
GPT-2/Transformer,2,gpt_ffn2,OS,ROW_MAJOR,OS-RM,16,65536,16,4,463994.88,805,1.0,9.37856795031056e-05,1.18,473589328.0
GPT-2/Transformer,2,gpt_ffn2,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,440401.92000000004,805,1.0,9.37856795031056e-05,1.12,450468048.0
GPT-2/Transformer,2,gpt_ffn2,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,393216.0,805,1.0,9.37856795031056e-05,1.0,404226048.0
GPT-2/Transformer,2,gpt_ffn2,IS,ROW_MAJOR,IS-RM,16,65536,16,4,393216.0,9477,0.08494249234989976,7.966389363722697e-06,1.0,404226048.0
GPT-2/Transformer,2,gpt_ffn2,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,432537.60000000003,9477,0.08494249234989976,7.966389363722697e-06,1.1,442760768.0
GPT-2/Transformer,2,gpt_ffn2,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,479723.52,9477,0.08494249234989976,7.966389363722697e-06,1.22,489003328.0
GPT-2/Transformer,2,gpt_ffn2,WS,ROW_MAJOR,WS-RM,16,65536,16,4,471859.19999999995,197189,0.004082377820263808,3.8286857786184825e-07,1.2,481296048.0
GPT-2/Transformer,2,gpt_ffn2,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,393216.0,197189,0.004082377820263808,3.8286857786184825e-07,1.0,404226048.0
GPT-2/Transformer,2,gpt_ffn2,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,448266.24,197189,0.004082377820263808,3.8286857786184825e-07,1.14,458174768.0
GPT-2/Transformer,3,gpt_qkv,OS,ROW_MAJOR,OS-RM,16,65536,16,4,159498.24,229,1.0,8.242082096069869e-05,1.18,118396912.0
GPT-2/Transformer,3,gpt_qkv,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,151388.16,229,1.0,8.242082096069869e-05,1.12,112616592.0
GPT-2/Transformer,3,gpt_qkv,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,135168.0,229,1.0,8.242082096069869e-05,1.0,101056512.0
GPT-2/Transformer,3,gpt_qkv,IS,ROW_MAJOR,IS-RM,16,65536,16,4,135168.0,2565,0.08927875243664718,7.358428070175438e-06,1.0,101056512.0
GPT-2/Transformer,3,gpt_qkv,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,148684.80000000002,2565,0.08927875243664718,7.358428070175438e-06,1.1,110690192.0
GPT-2/Transformer,3,gpt_qkv,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,164904.96,2565,0.08927875243664718,7.358428070175438e-06,1.22,122250832.0
GPT-2/Transformer,3,gpt_qkv,WS,ROW_MAJOR,WS-RM,16,65536,16,4,162201.6,49301,0.004644936208190504,3.828394555891361e-07,1.2,120323872.0
GPT-2/Transformer,3,gpt_qkv,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,135168.0,49301,0.004644936208190504,3.828394555891361e-07,1.0,101056512.0
GPT-2/Transformer,3,gpt_qkv,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,154091.52,49301,0.004644936208190504,3.828394555891361e-07,1.14,114543552.0
GPT-2/Transformer,4,gpt_out,OS,ROW_MAJOR,OS-RM,16,65536,16,4,159498.24,229,1.0,8.242082096069869e-05,1.18,118396912.0
GPT-2/Transformer,4,gpt_out,OS,COLUMN_MAJOR,OS-CM,16,65536,16,4,151388.16,229,1.0,8.242082096069869e-05,1.12,112616592.0
GPT-2/Transformer,4,gpt_out,OS,CHANNEL_MAJOR,OS-ChM,16,65536,16,4,135168.0,229,1.0,8.242082096069869e-05,1.0,101056512.0
GPT-2/Transformer,4,gpt_out,IS,ROW_MAJOR,IS-RM,16,65536,16,4,135168.0,2565,0.08927875243664718,7.358428070175438e-06,1.0,101056512.0
GPT-2/Transformer,4,gpt_out,IS,COLUMN_MAJOR,IS-CM,16,65536,16,4,148684.80000000002,2565,0.08927875243664718,7.358428070175438e-06,1.1,110690192.0
GPT-2/Transformer,4,gpt_out,IS,CHANNEL_MAJOR,IS-ChM,16,65536,16,4,164904.96,2565,0.08927875243664718,7.358428070175438e-06,1.22,122250832.0
GPT-2/Transformer,4,gpt_out,WS,ROW_MAJOR,WS-RM,16,65536,16,4,162201.6,49301,0.004644936208190504,3.828394555891361e-07,1.2,120323872.0
GPT-2/Transformer,4,gpt_out,WS,COLUMN_MAJOR,WS-CM,16,65536,16,4,135168.0,49301,0.004644936208190504,3.828394555891361e-07,1.0,101056512.0
GPT-2/Transformer,4,gpt_out,WS,CHANNEL_MAJOR,WS-ChM,16,65536,16,4,154091.52,49301,0.004644936208190504,3.828394555891361e-07,1.14,114543552.0
